Altium Designer Pick and Place Locations
C:\Users\Engrj\Desktop\10XSDCardReader_08Nov,2023\10X SD CARD READER\Alitum Design Files\Project Outputs for 10X SD CARD READER\Pick Place for 10X SD CARD READER PCB.csv

========================================================================================================================
File Design Information:

Date:       16/11/23
Time:       21:45
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"C21","10uF","TopLayer","C-0805/2012","2866.685","2971.646","0","Capacitor"
"C20","10uF","TopLayer","CAPC1608X100N","4765.000","3010.000","180","Capacitor"
"C19","22uF","TopLayer","CAPC3216X180N","4215.000","3140.000","90","Capacitor"
"C18","10uF","BottomLayer","C-0805/2012","3480.354","2356.965","270","Capacitor"
"C17","0.1uF","BottomLayer","C-0402/1005","3719.012","2250.878","180","Capacitor"
"C16","0.1uF","BottomLayer","C-0402/1005","3554.122","2342.050","270","Capacitor"
"C15","0.1uF","BottomLayer","C-0402/1005","3415.878","2335.988","90","Capacitor"
"C14","0.1uF","BottomLayer","C-0402/1005","3349.158","2509.122","0","Capacitor"
"C13","0.1uF","BottomLayer","C-0402/1005","3599.122","2804.012","270","Capacitor"
"C12","0.1uF","BottomLayer","C-0402/1005","3697.252","2330.988","90","Capacitor"
"C11","0.1uF","BottomLayer","C-0402/1005","3700.536","2477.656","270","Capacitor"
"C10","0.1uF","BottomLayer","C-0402/1005","3284.122","2679.012","270","Capacitor"
"C9","0.1uF","BottomLayer","C-0402/1005","3349.012","2385.878","180","Capacitor"
"C8","0.1uF","BottomLayer","C-0402/1005","3645.764","2804.012","270","Capacitor"
"C7","0.1uF","BottomLayer","C-0402/1005","3410.016","2580.988","90","Capacitor"
"C6","0.1uF","BottomLayer","C-0402/1005","3700.000","2572.638","270","Capacitor"
"C5","0.1uF","BottomLayer","C-0402/1005","3614.122","2294.012","270","Capacitor"
"C4","0.1uF","BottomLayer","C-0402/1005","3507.697","2804.012","270","Capacitor"
"C3","0.1uF","BottomLayer","C-0402/1005","3244.122","2614.012","270","Capacitor"
"C2","0.1uF","BottomLayer","C-0402/1005","3349.012","2466.725","180","Capacitor"
"C1","0.1uF","BottomLayer","C-0402/1005","3349.012","2290.878","180","Capacitor"
